ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S2237-101X2006000100178-scl","A velha arte de governar: o Conselho de Estado no Brasil Imperial","Martins, Maria Fernanda Vieira","Topoi (Rio de Janeiro); 7(12); 178-221","Topoi (Rio de Janeiro)","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-101X2006000100178&lang=pt" 
"S0100-19652006000100009-scl","Análise de redes sociais como metodologia de apoio para a discussão da interdisciplinaridade na ciência da informação","Silva, Antonio Braz de Oliveira e, Matheus, Renato Fabiano, Parreiras, Fernando Silva, Parreiras, Tatiane A. Silva","Ciência da Informação; 35(1); 72-93","Ciência da Informação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652006000100009&lang=pt" 
"S0104-026X2006000100011-scl","Discriminação, cor e intervenção social entre jovens na cidade do Rio de Janeiro (RJ, Brasil): a perspectiva masculina","Cecchetto, Fátima, Monteiro, Simone","Revista Estudos Feministas; 14(1); 199-218","Revista Estudos Feministas","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2006000100011&lang=pt" 
"S0102-69092006000100002-scl","Redes sociais e poder no Estado brasileiro: aprendizados a partir de políticas urbanas","Marques, Eduardo Cesar","Revista Brasileira de Ciências Sociais; 21(60); 15-41","Revista Brasileira de Ciências Sociais","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000100002&lang=pt" 
"S0102-64452006000100007-scl","Aspectos sociais e tecnológicos das atividades de inovação","Andrade, Thales Novaes de","Lua Nova: Revista de Cultura e Política; (66); 139-166","Lua Nova: Revista de Cultura e Política","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452006000100007&lang=pt" 
"S0102-88392005000300006-scl","Redes sociais e conexões prováveis entre migrações: internas e emigração internacional de brasileiros","Soares, Weber, Rodrigues, Roberto Nascimento","São Paulo em Perspectiva; 19(3); 64-76","São Paulo em Perspectiva","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-88392005000300006&lang=pt" 
"S0100-19652004000300006-scl","Redes e capital social: o enfoque da informação para o desenvolvimento local","Marteleto, Regina Maria, Silva, Antonio Braz de Oliveira e","Ciência da Informação; 33(3); 41-49","Ciência da Informação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652004000300006&lang=pt" 
"S1415-65552004000300007-scl","Afiliação religiosa e empreendedorismo étnico: o caso dos brasileiros nos Estados Unidos","Martes, Ana Cristina Braga, Rodriguez, Carlos L.","Revista de Administração Contemporânea; 8(3); 117-140","Revista de Administração Contemporânea","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552004000300007&lang=pt" 
"S1679-39512004000200003-scl","Actor-network theory (ANT): uma tradução para compreender o relacional e o estrutural nas redes interorganizacionais?","Amantino-de-Andrade, Jackeline","Cadernos EBAPE.BR; 2(2); 01-14","Cadernos EBAPE.BR","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512004000200003&lang=pt" 
"S1679-39512004000200008-scl","As &quot;confrarias&quot; como um fenômeno organizacional brasileiro: uma reflexão sobre significados","Mangi, Luis Claudio Miranda","Cadernos EBAPE.BR; 2(2); 01-16","Cadernos EBAPE.BR","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512004000200008&lang=pt" 
"S0102-69922002000200005-scl","A críticada razão utilitária e a fundamentação ontológica das escolhas metodológicas no paradigma da dádiva","Freitas, Alexandre Simão de","Sociedade e Estado; 17(2); 309-332","Sociedade e Estado","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69922002000200005&lang=pt" 
"S0103-37862001000200007-scl","A gestáo do conhecimento e a inovação tecnológica","Demantova Neto, Carlos, Longo, Rose Maryjuliano","Transinformação; 13(2); 93-110","Transinformação","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862001000200007&lang=pt" 
"S0102-69922001000100009-scl","Sobre a estruturação de redes sociais em associações voluntárias: estudo empírico de organizações não-governamentais da cidade do Recife","Fontes, Breno Augusto Souto Maior, Eichner, Klaus","Sociedade e Estado; 16(1-2); 187-221","Sociedade e Estado","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69922001000100009&lang=pt" 
"S0102-69092001000200001-scl","A classe social tem importância no estudo dos movimentos sociais? Uma teoria do radicalismo da classe média","Eder, Klaus","Revista Brasileira de Ciências Sociais; 16(46); 5-27","Revista Brasileira de Ciências Sociais","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092001000200001&lang=pt" 
"S0100-19652001000100009-scl","Análise de redes sociais - aplicação nos estudos de transferência da informação","Marteleto, Regina Maria","Ciência da Informação; 30(1); 71-81","Ciência da Informação","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652001000100009&lang=pt" 
"S1414-32832000000200002-scl","A natureza do poder: técnica e ação social","Ribeiro, Ana Clara Torres","Interface - Comunicação, Saúde, Educação; 4(7); 13-24","Interface - Comunicação, Saúde, Educação","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832000000200002&lang=pt" 
"S0102-79722000000200008-scl","Uma perspectiva teórico-metodológica para análise do desenvolvimento humano e do processo de investigação","Rossetti-Ferreira, Maria Clotilde, Amorim, Katia S., Silva, Ana Paula S.","Psicologia: Reflexão e Crítica; 13(2); 281-293","Psicologia: Reflexão e Crítica","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722000000200008&lang=pt" 
"S0103-40141996000300013-scl","Para um novo humanismo: contribuições da Psicologia Social","Tassara, Eda Terezinha de Oliveira, Damergian, Sueli","Estudos Avançados; 10(28); 291-316","Estudos Avançados","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40141996000300013&lang=pt" 
"S0034-75901984000400025-scl","O uso da análise de redes sociais no estudo das estruturas organizacionais","Nelson, Reed","Revista de Administração de Empresas; 24(4); 150-157","Revista de Administração de Empresas","Português","1984","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901984000400025&lang=pt" 
